time,w_expl_0,w_expl_1,w_RK2_0,w_RK2_1,exact_solution_0,exact_solution_1
18.000000,1.017256,-1.192490,0.666114,-0.746227,0.660317,-0.750987
18.050000,1.076880,-1.141628,0.702592,-0.711989,0.697025,-0.717047
18.100000,1.133961,-1.087784,0.737314,-0.675969,0.731991,-0.681314
18.150000,1.188351,-1.031086,0.770190,-0.638259,0.765128,-0.643878
18.200000,1.239905,-0.971668,0.801141,-0.598951,0.796352,-0.604833
18.250000,1.288488,-0.909673,0.830087,-0.558146,0.825586,-0.564276
18.300000,1.333972,-0.845248,0.856956,-0.515944,0.852757,-0.522309
18.350000,1.376234,-0.778550,0.881682,-0.472451,0.877795,-0.479036
18.400000,1.415162,-0.709738,0.904203,-0.427776,0.900640,-0.434566
18.450000,1.450649,-0.638980,0.924461,-0.382031,0.921234,-0.389009
18.500000,1.482598,-0.566448,0.942407,-0.335331,0.939525,-0.342481
18.550000,1.510920,-0.492318,0.957996,-0.287791,0.955468,-0.295096
18.600000,1.535536,-0.416772,0.971188,-0.239532,0.969022,-0.246974
18.650000,1.556375,-0.339995,0.981951,-0.190673,0.980155,-0.198234
18.700000,1.573374,-0.262176,0.990257,-0.141337,0.988837,-0.148999
18.750000,1.586483,-0.183507,0.996086,-0.091647,0.995048,-0.099392
18.800000,1.595659,-0.104183,0.999423,-0.041729,0.998772,-0.049536
18.850000,1.600868,-0.024400,1.000260,0.008295,1.000000,0.000444
18.900000,1.602088,0.055643,0.998595,0.058297,0.998728,0.050423
18.950000,1.599306,0.135747,0.994432,0.108154,0.994960,0.100275
19.000000,1.592518,0.215713,0.987781,0.157741,0.988705,0.149877
19.050000,1.581733,0.295339,0.978660,0.206933,0.979978,0.199105
19.100000,1.566966,0.374425,0.967090,0.255607,0.968802,0.247834
19.150000,1.548244,0.452774,0.953100,0.303642,0.955205,0.295944
19.200000,1.525606,0.530186,0.936727,0.350917,0.939220,0.343315
19.250000,1.499096,0.606466,0.918010,0.397315,0.920888,0.389827
19.300000,1.468773,0.681421,0.896997,0.442719,0.900254,0.435365
19.350000,1.434702,0.754860,0.873740,0.487015,0.877370,0.479815
19.400000,1.396959,0.826595,0.848297,0.530093,0.852292,0.523066
19.450000,1.355629,0.896443,0.820732,0.571846,0.825085,0.565009
19.500000,1.310807,0.964224,0.791113,0.612167,0.795815,0.605540
19.550000,1.262596,1.029764,0.759516,0.650958,0.764556,0.644557
19.600000,1.211108,1.092894,0.726019,0.688120,0.731386,0.681964
19.650000,1.156463,1.153450,0.690705,0.723561,0.696388,0.717665
19.700000,1.098791,1.211273,0.653664,0.757192,0.659649,0.751573
19.750000,1.038227,1.266212,0.614987,0.788928,0.621262,0.783603
19.800000,0.974916,1.318124,0.574772,0.818692,0.581322,0.813674
19.850000,0.909010,1.366869,0.533119,0.846407,0.539929,0.841711
19.900000,0.840667,1.412320,0.490132,0.872005,0.497186,0.867644
19.950000,0.770051,1.454353,0.445919,0.895421,0.453200,0.891409
20.000000,0.697333,1.492856,0.400591,0.916598,0.408082,0.912945
20.050000,0.622690,1.527722,0.354260,0.935482,0.361944,0.932200
20.100000,0.546304,1.558857,0.307043,0.952026,0.314901,0.949125
20.150000,0.468361,1.586172,0.259058,0.966188,0.267071,0.963677
20.200000,0.389053,1.609590,0.210425,0.977933,0.218573,0.975821
20.250000,0.308573,1.629043,0.161265,0.987232,0.169530,0.985525
20.300000,0.227121,1.644472,0.111702,0.994061,0.120062,0.992766
20.350000,0.144897,1.655828,0.061860,0.998403,0.070294,0.997526
20.400000,0.062106,1.663072,0.011862,1.000248,0.020351,0.999793
20.450000,-0.021048,1.666178,-0.038165,0.999591,-0.029643,0.999561
20.500000,-0.104356,1.665125,-0.088097,0.996434,-0.079564,0.996830
20.550000,-0.187613,1.659908,-0.137809,0.990783,-0.129285,0.991607
20.600000,-0.270608,1.650527,-0.187175,0.982654,-0.178683,0.983907
20.650000,-0.353134,1.636996,-0.236074,0.972067,-0.227635,0.973747
20.700000,-0.434984,1.619340,-0.284382,0.959048,-0.276017,0.961153
20.750000,-0.515951,1.597591,-0.331979,0.943630,-0.323710,0.946156
20.800000,-0.595831,1.571793,-0.378746,0.925852,-0.370593,0.928795
20.850000,-0.674420,1.542001,-0.424565,0.905757,-0.416551,0.909113
20.900000,-0.751521,1.508280,-0.469322,0.883397,-0.461467,0.887158
20.950000,-0.826935,1.470704,-0.512905,0.858826,-0.505229,0.862985
21.000000,-0.900470,1.429358,-0.555206,0.832108,-0.547729,0.836656
21.050000,-0.971938,1.384334,-0.596117,0.803307,-0.588860,0.808235
21.100000,-1.041154,1.335737,-0.635537,0.772497,-0.628519,0.777794
21.150000,-1.107941,1.283680,-0.673368,0.739755,-0.666607,0.745409
21.200000,-1.172125,1.228283,-0.709514,0.705162,-0.703029,0.711161
21.250000,-1.233539,1.169676,-0.743885,0.668805,-0.737694,0.675136
21.300000,-1.292023,1.107999,-0.776395,0.630774,-0.770514,0.637423
21.350000,-1.347423,1.043398,-0.806963,0.591166,-0.801409,0.598116
21.400000,-1.399593,0.976027,-0.835513,0.550079,-0.830301,0.557315
21.450000,-1.448394,0.906047,-0.861973,0.507616,-0.857118,0.515121
21.500000,-1.493697,0.833628,-0.886276,0.463883,-0.881792,0.471639
21.550000,-1.535378,0.758943,-0.908362,0.418989,-0.904262,0.426978
21.600000,-1.573325,0.682174,-0.928176,0.373047,-0.924472,0.381250
21.650000,-1.607434,0.603508,-0.945668,0.326172,-0.942371,0.334570
21.700000,-1.637609,0.523136,-0.960795,0.278481,-0.957915,0.287053
21.750000,-1.663766,0.441255,-0.973518,0.230093,-0.971064,0.238818
21.800000,-1.685829,0.358067,-0.983806,0.181129,-0.981787,0.189987
21.850000,-1.703732,0.273776,-0.991632,0.131713,-0.990055,0.140680
21.900000,-1.717421,0.188589,-0.996978,0.081967,-0.995849,0.091022
21.950000,-1.726850,0.102718,-0.999831,0.032015,-0.999154,0.041137
22.000000,-1.731986,0.016375,-1.000182,-0.018016,-0.999961,-0.008851
22.050000,-1.732805,-0.070224,-0.998031,-0.068003,-0.998269,-0.058817
22.100000,-1.729294,-0.156864,-0.993383,-0.117820,-0.994082,-0.108637
22.150000,-1.721451,-0.243329,-0.986250,-0.167341,-0.987410,-0.158184
22.200000,-1.709284,-0.329401,-0.976650,-0.216445,-0.978270,-0.207336
22.250000,-1.692814,-0.414866,-0.964607,-0.265007,-0.966685,-0.255970
22.300000,-1.672071,-0.499506,-0.950151,-0.312906,-0.952683,-0.303965
22.350000,-1.647096,-0.583110,-0.933318,-0.360022,-0.936301,-0.351199
22.400000,-1.617940,-0.665465,-0.914150,-0.406238,-0.917578,-0.397556
22.450000,-1.584667,-0.746362,-0.892696,-0.451438,-0.896562,-0.442919
22.500000,-1.547349,-0.825595,-0.869008,-0.495508,-0.873305,-0.487175
22.550000,-1.506069,-0.902962,-0.843146,-0.538339,-0.847865,-0.530213
22.600000,-1.460921,-0.978266,-0.815175,-0.579824,-0.820305,-0.571926
22.650000,-1.412008,-1.051312,-0.785165,-0.619858,-0.790696,-0.612209
22.700000,-1.359442,-1.121912,-0.753191,-0.658341,-0.759110,-0.650962
22.750000,-1.303346,-1.189884,-0.719332,-0.695178,-0.725627,-0.688088
22.800000,-1.243852,-1.255052,-0.683674,-0.730275,-0.690330,-0.723495
22.850000,-1.181100,-1.317244,-0.646306,-0.763546,-0.653307,-0.757093
22.900000,-1.115237,-1.376299,-0.607321,-0.794907,-0.614652,-0.788798
22.950000,-1.046423,-1.432061,-0.566816,-0.824280,-0.574461,-0.818532
23.000000,-0.974819,-1.484382,-0.524894,-0.851590,-0.532833,-0.846220
23.050000,-0.900600,-1.533123,-0.481658,-0.876770,-0.489874,-0.871793
23.100000,-0.823944,-1.578153,-0.437218,-0.899757,-0.445690,-0.895187
23.150000,-0.745037,-1.619351,-0.391683,-0.920493,-0.400392,-0.916344
23.200000,-0.664069,-1.656602,-0.345169,-0.938927,-0.354094,-0.935210
23.250000,-0.581239,-1.689806,-0.297791,-0.955012,-0.306910,-0.951738
23.300000,-0.496749,-1.718868,-0.249668,-0.968707,-0.258960,-0.965888
23.350000,-0.410805,-1.743705,-0.200921,-0.979980,-0.210362,-0.977624
23.400000,-0.323620,-1.764245,-0.151671,-0.988801,-0.161238,-0.986916
23.450000,-0.235408,-1.780426,-0.102041,-0.995149,-0.111711,-0.993741
23.500000,-0.146386,-1.792197,-0.052156,-0.999007,-0.061905,-0.998082
23.550000,-0.056776,-1.799516,-0.002141,-1.000366,-0.011945,-0.999929
23.600000,0.033199,-1.802355,0.047880,-0.999222,0.038046,-0.999276
23.650000,0.123317,-1.800695,0.097782,-0.995579,0.087941,-0.996126
23.700000,0.213352,-1.794529,0.147438,-0.989446,0.137617,-0.990486
23.750000,0.303078,-1.783862,0.196726,-0.980837,0.186949,-0.982370
23.800000,0.392271,-1.768708,0.245522,-0.969775,0.235813,-0.971798
23.850000,0.480707,-1.749094,0.293704,-0.956286,0.284088,-0.958798
23.900000,0.568161,-1.725059,0.341151,-0.940406,0.331653,-0.943401
23.950000,0.654414,-1.696651,0.387745,-0.922173,0.378389,-0.925647
24.000000,0.739247,-1.663930,0.433369,-0.901633,0.424179,-0.905578
24.050000,0.822443,-1.626968,0.477909,-0.878837,0.468909,-0.883247
24.100000,0.903792,-1.585845,0.521254,-0.853843,0.512467,-0.858707
24.150000,0.983084,-1.540656,0.563294,-0.826713,0.554744,-0.832021
24.200000,1.060117,-1.491502,0.603926,-0.797515,0.595634,-0.803256
24.250000,1.134692,-1.438496,0.643047,-0.766322,0.635036,-0.772483
24.300000,1.206617,-1.381761,0.680559,-0.733212,0.672850,-0.739779
24.350000,1.275705,-1.321430,0.716369,-0.698267,0.708983,-0.705226
24.400000,1.341776,-1.257645,0.750387,-0.661576,0.743344,-0.668910
24.450000,1.404659,-1.190556,0.782527,-0.623230,0.775846,-0.630922
24.500000,1.464186,-1.120323,0.812711,-0.583324,0.806409,-0.591358
24.550000,1.520203,-1.047114,0.840861,-0.541960,0.834957,-0.550315
24.600000,1.572558,-0.971104,0.866908,-0.499239,0.861418,-0.507897
24.650000,1.621113,-0.892476,0.890786,-0.455270,0.885726,-0.464209
24.700000,1.665737,-0.811420,0.912436,-0.410161,0.907820,-0.419361
24.750000,1.706308,-0.728133,0.931804,-0.364027,0.927644,-0.373465
24.800000,1.742715,-0.642818,0.948840,-0.316981,0.945151,-0.326635
24.850000,1.774856,-0.555682,0.963503,-0.269143,0.960294,-0.278989
24.900000,1.802640,-0.466940,0.975756,-0.220632,0.973038,-0.230646
24.950000,1.825987,-0.376808,0.985568,-0.171568,0.983349,-0.181726
25.000000,1.844827,-0.285508,0.992915,-0.122075,0.991203,-0.132352
25.050000,1.859103,-0.193267,0.997777,-0.072277,0.996579,-0.082647
25.100000,1.868766,-0.100312,1.000144,-0.022298,0.999464,-0.032735
25.150000,1.873782,-0.006873,1.000008,0.027737,0.999851,0.017258
25.200000,1.874125,0.086816,0.997372,0.077703,0.997739,0.067208
25.250000,1.869784,0.180522,0.992240,0.127475,0.993133,0.116990
25.300000,1.860758,0.274011,0.984626,0.176927,0.986045,0.166480
25.350000,1.847058,0.367049,0.974549,0.225937,0.976492,0.215554
25.400000,1.828705,0.459402,0.962033,0.274382,0.964498,0.264089
25.450000,1.805735,0.550837,0.947112,0.322141,0.950094,0.311963
25.500000,1.778193,0.641124,0.929821,0.369094,0.933315,0.359058
25.550000,1.746137,0.730034,0.910204,0.415124,0.914203,0.405256
25.600000,1.709636,0.817341,0.888310,0.460115,0.892806,0.450441
25.650000,1.668769,0.902822,0.864194,0.503955,0.869178,0.494499
25.700000,1.623627,0.986261,0.837916,0.546535,0.843377,0.537322
25.750000,1.574314,1.067442,0.809542,0.587748,0.815468,0.578802
25.800000,1.520942,1.146158,0.779142,0.627490,0.785521,0.618835
25.850000,1.463634,1.222205,0.746794,0.665663,0.753610,0.657321
25.900000,1.402524,1.295387,0.712577,0.702170,0.719816,0.694165
25.950000,1.337755,1.365513,0.676578,0.736922,0.684223,0.729273
26.000000,1.269479,1.432401,0.638886,0.769829,0.646919,0.762558
26.050000,1.197859,1.495875,0.599596,0.800811,0.607999,0.793938
26.100000,1.123065,1.555768,0.558806,0.829790,0.567559,0.823333
26.150000,1.045277,1.611921,0.516618,0.856693,0.525700,0.850670
26.200000,0.964681,1.664185,0.473138,0.881453,0.482527,0.875881
26.250000,0.881472,1.712419,0.428474,0.904008,0.438148,0.898903
26.300000,0.795851,1.756492,0.382738,0.924302,0.392674,0.919678
26.350000,0.708026,1.796285,0.336044,0.942283,0.346219,0.938154
26.400000,0.618212,1.831686,0.288510,0.957908,0.298898,0.954285
26.450000,0.526628,1.862597,0.240254,0.971136,0.250830,0.968031
26.500000,0.433498,1.888928,0.191397,0.981935,0.202135,0.979358
26.550000,0.339051,1.910603,0.142061,0.990277,0.152935,0.988236
26.600000,0.243521,1.927556,0.092369,0.996142,0.103353,0.994645
26.650000,0.147143,1.939732,0.042447,0.999516,0.053512,0.998567
26.700000,0.050157,1.947089,-0.007582,1.000389,0.003538,0.999994
26.750000,-0.047198,1.949597,-0.057592,0.998759,-0.046446,0.998921
26.800000,-0.144677,1.947237,-0.107458,0.994631,-0.096313,0.995351
26.850000,-0.242039,1.940003,-0.157055,0.988015,-0.145939,0.989294
26.900000,-0.339039,1.927901,-0.206260,0.978927,-0.195201,0.980763
26.950000,-0.435434,1.910949,-0.254948,0.967390,-0.243975,0.969782
27.000000,-0.530982,1.889177,-0.302999,0.953434,-0.292139,0.956376
27.050000,-0.625441,1.862628,-0.350292,0.937092,-0.339573,0.940580
27.100000,-0.718572,1.831356,-0.396709,0.918406,-0.386158,0.922433
27.150000,-0.810140,1.795428,-0.442133,0.897422,-0.431777,0.901980
27.200000,-0.899911,1.754921,-0.486452,0.874194,-0.476318,0.879273
27.250000,-0.987657,1.709925,-0.529553,0.848779,-0.519668,0.854368
27.300000,-1.073154,1.660542,-0.571330,0.821240,-0.561719,0.827328
27.350000,-1.156181,1.606884,-0.611678,0.791647,-0.602366,0.798220
27.400000,-1.236525,1.549075,-0.650496,0.760074,-0.641508,0.767116
27.450000,-1.313979,1.487249,-0.687686,0.726599,-0.679046,0.734096
27.500000,-1.388341,1.421550,-0.723157,0.691306,-0.714887,0.699240
27.550000,-1.459419,1.352133,-0.756818,0.654284,-0.748941,0.662637
27.600000,-1.527025,1.279162,-0.788586,0.615625,-0.781123,0.624377
27.650000,-1.590983,1.202811,-0.818382,0.575427,-0.811353,0.584557
27.700000,-1.651124,1.123262,-0.846130,0.533788,-0.839554,0.543276
27.750000,-1.707287,1.040706,-0.871762,0.490814,-0.865658,0.500636
27.800000,-1.759322,0.955341,-0.895213,0.446613,-0.889597,0.456746
27.850000,-1.807089,0.867375,-0.916425,0.401294,-0.911313,0.411714
27.900000,-1.850458,0.777021,-0.935344,0.354971,-0.930751,0.365653
27.950000,-1.889309,0.684498,-0.951923,0.307760,-0.947863,0.318677
28.000000,-1.923534,0.590032,-0.966121,0.259779,-0.962606,0.270906
28.050000,-1.953036,0.493856,-0.977902,0.211149,-0.974943,0.222457
28.100000,-1.977728,0.396204,-0.987238,0.161989,-0.984842,0.173452
28.150000,-1.997539,0.297317,-0.994103,0.112425,-0.992280,0.124014
28.200000,-2.012405,0.197440,-0.998482,0.062579,-0.997239,0.074265
28.250000,-2.022277,0.096820,-1.000362,0.012577,-0.999704,0.024331
28.300000,-2.027118,-0.004294,-0.999741,-0.037457,-0.999671,-0.025663
28.350000,-2.026903,-0.105650,-0.996618,-0.087397,-0.997139,-0.075594
28.400000,-2.021620,-0.206995,-0.991003,-0.137119,-0.992114,-0.125336
28.450000,-2.011271,-0.308076,-0.982908,-0.186497,-0.984610,-0.174764
28.500000,-1.995867,-0.408639,-0.972355,-0.235410,-0.974645,-0.223756
28.550000,-1.975435,-0.508433,-0.959369,-0.283733,-0.962244,-0.272188
28.600000,-1.950013,-0.607204,-0.943983,-0.331347,-0.947438,-0.319940
28.650000,-1.919653,-0.704705,-0.926235,-0.378132,-0.930263,-0.366892
28.700000,-1.884418,-0.800688,-0.906171,-0.423971,-0.910764,-0.412928
28.750000,-1.844383,-0.894909,-0.883840,-0.468750,-0.888988,-0.457931
28.800000,-1.799638,-0.987128,-0.859297,-0.512356,-0.864990,-0.501789
28.850000,-1.750282,-1.077110,-0.832606,-0.554680,-0.838830,-0.544394
28.900000,-1.696426,-1.164624,-0.803831,-0.595617,-0.810573,-0.585637
28.950000,-1.638195,-1.249445,-0.773045,-0.635064,-0.780291,-0.625417
29.000000,-1.575723,-1.331355,-0.740326,-0.672922,-0.748058,-0.663634
29.050000,-1.509155,-1.410141,-0.705754,-0.709098,-0.713955,-0.700192
29.100000,-1.438648,-1.485599,-0.669417,-0.743499,-0.678068,-0.735000
29.150000,-1.364368,-1.557531,-0.631405,-0.776040,-0.640485,-0.767970
29.200000,-1.286491,-1.625749,-0.591814,-0.806641,-0.601302,-0.799021
29.250000,-1.205204,-1.690074,-0.550742,-0.835223,-0.560617,-0.828076
29.300000,-1.120700,-1.750334,-0.508293,-0.861716,-0.518529,-0.855060
29.350000,-1.033184,-1.806369,-0.464572,-0.886054,-0.475146,-0.879907
29.400000,-0.942865,-1.858028,-0.419688,-0.908175,-0.430575,-0.902555
29.450000,-0.849964,-1.905172,-0.373755,-0.928024,-0.384928,-0.922946
29.500000,-0.754705,-1.947670,-0.326886,-0.945551,-0.338319,-0.941031
29.550000,-0.657322,-1.985405,-0.279200,-0.960714,-0.290864,-0.956764
29.600000,-0.558051,-2.018271,-0.230816,-0.973473,-0.242683,-0.970106
29.650000,-0.457138,-2.046174,-0.181853,-0.983797,-0.193894,-0.981022
29.700000,-0.354829,-2.069031,-0.132436,-0.991660,-0.144621,-0.989487
29.750000,-0.251378,-2.086772,-0.082688,-0.997042,-0.094987,-0.995479
29.800000,-0.147039,-2.099341,-0.032732,-0.999930,-0.045115,-0.998982
29.850000,-0.042072,-2.106693,0.017305,-1.000317,0.004870,-0.999988
29.900000,0.063263,-2.108796,0.067299,-0.998201,0.054842,-0.998495
29.950000,0.168703,-2.105633,0.117125,-0.993588,0.104678,-0.994506
30.000000,0.273984,-2.097198,0.166658,-0.986490,0.154251,-0.988032
30.050000,0.378844,-2.083499,0.215775,-0.976924,0.203440,-0.979087
30.100000,0.483019,-2.064557,0.264351,-0.964914,0.252119,-0.967696
30.150000,0.586247,-2.040406,0.312266,-0.950491,0.300169,-0.953886
30.200000,0.688267,-2.011094,0.359400,-0.933689,0.347468,-0.937692
30.250000,0.788822,-1.976680,0.405636,-0.914552,0.393899,-0.919154
30.300000,0.887656,-1.937239,0.450856,-0.893127,0.439345,-0.898318
30.350000,0.984518,-1.892856,0.494949,-0.869468,0.483693,-0.875237
30.400000,1.079161,-1.843630,0.537804,-0.843634,0.526833,-0.849969
30.450000,1.171342,-1.789672,0.579313,-0.815689,0.568655,-0.822576
30.500000,1.260826,-1.731105,0.619373,-0.785704,0.609056,-0.793127
30.550000,1.347381,-1.668064,0.657884,-0.753753,0.647935,-0.761696
30.600000,1.430784,-1.600695,0.694750,-0.719916,0.685194,-0.728361
30.650000,1.510819,-1.529156,0.729877,-0.684279,0.720740,-0.693205
30.700000,1.587277,-1.453615,0.763179,-0.646930,0.754485,-0.656317
30.750000,1.659957,-1.374251,0.794571,-0.607962,0.786345,-0.617788
30.800000,1.728670,-1.291253,0.823976,-0.567474,0.816239,-0.577715
30.850000,1.793233,-1.204820,0.851320,-0.525566,0.844092,-0.536198
30.900000,1.853474,-1.115158,0.876534,-0.482343,0.869836,-0.493341
30.950000,1.909232,-1.022484,0.899555,-0.437913,0.893406,-0.449251
31.000000,1.960356,-0.927023,0.920327,-0.392388,0.914742,-0.404038
31.050000,2.006707,-0.829005,0.938796,-0.345881,0.933793,-0.357815
31.100000,2.048157,-0.728670,0.954916,-0.298509,0.950509,-0.310697
31.150000,2.084591,-0.626262,0.968648,-0.250390,0.964849,-0.262803
31.200000,2.115904,-0.522032,0.979957,-0.201645,0.976778,-0.214253
31.250000,2.142005,-0.416237,0.988814,-0.152395,0.986266,-0.165166
31.300000,2.162817,-0.309137,0.995198,-0.102763,0.993288,-0.115667
31.350000,2.178274,-0.200996,0.999092,-0.052875,0.997828,-0.065879
31.400000,2.188324,-0.092082,1.000487,-0.002854,0.999873,-0.015926
31.450000,2.192928,0.017334,0.999379,0.047173,0.999420,0.034067
31.500000,2.192061,0.126980,0.995771,0.097083,0.996468,0.083974
31.550000,2.185712,0.236584,0.989672,0.146751,0.991026,0.133672
31.600000,2.173883,0.345869,0.981097,0.196051,0.983106,0.183036
31.650000,2.156590,0.454563,0.970068,0.244861,0.972730,0.231942
31.700000,2.133861,0.562393,0.956613,0.293058,0.959922,0.280268
31.750000,2.105742,0.669086,0.940764,0.340522,0.944715,0.327894
31.800000,2.072287,0.774373,0.922562,0.387135,0.927146,0.374700
31.850000,2.033569,0.877987,0.902052,0.432779,0.907260,0.420570
31.900000,1.989669,0.979666,0.879286,0.477341,0.885107,0.465388
31.950000,1.940686,1.079149,0.854320,0.520708,0.860741,0.509044
32.000000,1.886729,1.176184,0.827216,0.562773,0.834223,0.551427
32.050000,1.827919,1.270520,0.798044,0.603431,0.805621,0.592431
32.100000,1.764393,1.361916,0.766874,0.642579,0.775005,0.631955
32.150000,1.696298,1.450136,0.733787,0.680119,0.742452,0.669900
32.200000,1.623791,1.534950,0.698864,0.715958,0.708043,0.706169
32.250000,1.547043,1.616140,0.662192,0.750007,0.671864,0.740674
32.300000,1.466236,1.693492,0.623864,0.782179,0.634006,0.773328
32.350000,1.381562,1.766804,0.583975,0.812394,0.594564,0.804049
32.400000,1.293222,1.835882,0.542626,0.840577,0.553635,0.832759
32.450000,1.201427,1.900543,0.499919,0.866658,0.511322,0.859389
32.500000,1.106400,1.960615,0.455961,0.890571,0.467732,0.883870
32.550000,1.008370,2.015935,0.410862,0.912255,0.422972,0.906143
32.600000,0.907573,2.066353,0.364736,0.931658,0.377155,0.926150
32.650000,0.804255,2.111732,0.317697,0.948730,0.330396,0.943842
32.700000,0.698669,2.151944,0.269863,0.963429,0.282810,0.959176
32.750000,0.591071,2.186878,0.221355,0.975718,0.234518,0.972112
32.800000,0.481728,2.216431,0.172292,0.985566,0.185640,0.982618
32.850000,0.370906,2.240518,0.122798,0.992949,0.136297,0.990668
32.900000,0.258880,2.259063,0.072997,0.997848,0.086614,0.996242
32.950000,0.145927,2.272007,0.023014,1.000250,0.036715,0.999326
33.000000,0.032327,2.279303,-0.027027,1.000151,-0.013277,0.999912
33.050000,-0.081639,2.280920,-0.077001,0.997549,-0.063235,0.997999
33.100000,-0.195685,2.276838,-0.126782,0.992452,-0.113035,0.993591
33.150000,-0.309527,2.267054,-0.176247,0.984872,-0.162553,0.986700
33.200000,-0.422879,2.251577,-0.225270,0.974829,-0.211664,0.977343
33.250000,-0.535458,2.230433,-0.273730,0.962347,-0.260246,0.965542
33.300000,-0.646980,2.203660,-0.321505,0.947458,-0.308178,0.951329
33.350000,-0.757163,2.171311,-0.368476,0.930198,-0.355339,0.934737
33.400000,-0.865728,2.133453,-0.414525,0.910611,-0.401613,0.915810
33.450000,-0.972401,2.090167,-0.459538,0.888747,-0.446882,0.894593
33.500000,-1.076909,2.041547,-0.503401,0.864659,-0.491035,0.871140
33.550000,-1.178987,1.987701,-0.546004,0.838408,-0.533960,0.845510
33.600000,-1.278372,1.928752,-0.587242,0.810060,-0.575550,0.817766
33.650000,-1.374809,1.864833,-0.627011,0.779685,-0.615702,0.787979
33.700000,-1.468051,1.796093,-0.665212,0.747360,-0.654316,0.756222
33.750000,-1.557856,1.722690,-0.701748,0.713165,-0.691293,0.722574
33.800000,-1.643990,1.644798,-0.736529,0.677187,-0.726543,0.687121
33.850000,-1.726230,1.562598,-0.769468,0.639514,-0.759977,0.649950
33.900000,-1.804360,1.476287,-0.800482,0.600241,-0.791511,0.611155
33.950000,-1.878174,1.386069,-0.829493,0.559466,-0.821067,0.570832
34.000000,-1.947478,1.292160,-0.856430,0.517292,-0.848570,0.529083
34.050000,-2.012086,1.194786,-0.881224,0.473824,-0.873953,0.486011
34.100000,-2.071825,1.094182,-0.903813,0.429171,-0.897151,0.441724
34.150000,-2.126534,0.990591,-0.924142,0.383444,-0.918107,0.396333
34.200000,-2.176064,0.884264,-0.942159,0.336757,-0.936768,0.349951
34.250000,-2.220277,0.775461,-0.957819,0.289228,-0.953087,0.302695
34.300000,-2.259050,0.664447,-0.971083,0.240976,-0.967025,0.254682
34.350000,-2.292272,0.551494,-0.981918,0.192121,-0.978545,0.206033
34.400000,-2.319847,0.436881,-0.990297,0.142784,-0.987619,0.156869
34.450000,-2.341691,0.320888,-0.996198,0.093091,-0.994225,0.107312
34.500000,-2.357735,0.203804,-0.999608,0.043165,-0.998346,0.057487
34.550000,-2.367926,0.085917,-1.000516,-0.006869,-0.999972,0.007519
34.600000,-2.372221,-0.032479,-0.998922,-0.056887,-0.999098,-0.042468
34.650000,-2.370597,-0.151090,-0.994829,-0.106762,-0.995727,-0.092349
34.700000,-2.363043,-0.269620,-0.988248,-0.156370,-0.989867,-0.141999
34.750000,-2.349562,-0.387772,-0.979194,-0.205587,-0.981533,-0.191294
34.800000,-2.330173,-0.505250,-0.967691,-0.254289,-0.970745,-0.240112
34.850000,-2.304911,-0.621759,-0.953766,-0.302356,-0.957532,-0.288329
34.900000,-2.273823,-0.737005,-0.937456,-0.349666,-0.941924,-0.335825
34.950000,-2.236973,-0.850696,-0.918801,-0.396102,-0.923963,-0.382482
35.000000,-2.194438,-0.962544,-0.897848,-0.441547,-0.903692,-0.428183
35.050000,-2.146311,-1.072266,-0.874648,-0.485888,-0.881163,-0.472813
35.100000,-2.092697,-1.179582,-0.849260,-0.529013,-0.856431,-0.516262
35.150000,-2.033718,-1.284217,-0.821748,-0.570814,-0.829558,-0.558421
35.200000,-1.969507,-1.385903,-0.792180,-0.611188,-0.800612,-0.599183
35.250000,-1.900212,-1.484378,-0.760631,-0.650033,-0.769665,-0.638449
35.300000,-1.825993,-1.579389,-0.727178,-0.687252,-0.736794,-0.676118
35.350000,-1.747024,-1.670688,-0.691907,-0.722752,-0.702081,-0.712097
35.400000,-1.663489,-1.758039,-0.654904,-0.756444,-0.665613,-0.746297
35.450000,-1.575587,-1.841214,-0.616263,-0.788244,-0.627482,-0.778631
35.500000,-1.483527,-1.919993,-0.576081,-0.818071,-0.587783,-0.809019
35.550000,-1.387527,-1.994170,-0.534457,-0.845853,-0.546614,-0.837385
35.600000,-1.287819,-2.063546,-0.491496,-0.871518,-0.504079,-0.863657
35.650000,-1.184641,-2.127937,-0.447306,-0.895004,-0.460284,-0.887772
35.700000,-1.078244,-2.187169,-0.401997,-0.916250,-0.415339,-0.909667
35.750000,-0.968886,-2.241081,-0.355682,-0.935205,-0.369356,-0.929288
35.800000,-0.856832,-2.289526,-0.308477,-0.951820,-0.322449,-0.946587
35.850000,-0.742356,-2.332367,-0.260500,-0.966054,-0.274736,-0.961520
35.900000,-0.625737,-2.369485,-0.211872,-0.977872,-0.226337,-0.974049
35.950000,-0.507263,-2.400772,-0.162714,-0.987243,-0.177372,-0.984144
36.000000,-0.387225,-2.426135,-0.113148,-0.994144,-0.127964,-0.991779
36.050000,-0.265918,-2.445496,-0.063299,-0.998559,-0.078235,-0.996935
36.100000,-0.143643,-2.458792,-0.013292,-1.000476,-0.028312,-0.999599
36.150000,-0.020703,-2.465974,0.036748,-0.999890,0.021683,-0.999765
36.200000,0.102595,-2.467009,0.086697,-0.996803,0.071623,-0.997432
36.250000,0.225946,-2.461880,0.136428,-0.991222,0.121384,-0.992606
36.300000,0.349040,-2.450582,0.185819,-0.983161,0.170842,-0.985298
